Scenario,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Programs
56,0.146808977226269,0.372530437783596,0.413602992846731,0.43233181688511124,0.4482902917882237,0.4608051746319184,0.46932156375455847,0.4719283758438972,0.4719499810567508,0.4730001209947099,0.47606442206274807,0.4776015629260773,0.4783673109393596,0.47909438229550877,0.48032101308508857,A
57,0.142984021691961,0.307306571126469,0.3892583010054318,0.41256054121766317,0.41974191606154393,0.42534438058964125,0.4314036827754611,0.4317779047519796,0.4344558163258775,0.4365989008127296,0.4376740719471009,0.4382526254756561,0.43877077762672934,0.4392600724168012,0.4396728224927101,A
58,0.235220309864518,0.42706635184365854,0.4749702388589885,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
59,0.137624071017402,0.293400030747487,0.3843428028461843,0.4130179850711725,0.42225343854176955,0.4277810796282459,0.43210356482714257,0.43597683803444576,0.4407114674548924,0.4417578137015594,0.4422480443230761,0.4434979287396591,0.44404382469676146,0.44444788741244895,0.4449114606713872,A
60,0.164866216922204,0.346837244395351,0.40953495787420785,0.4264756276313549,0.44271841869118406,0.44612722456121573,0.4562388091026826,0.4596484785990871,0.4623343921426746,0.4648208110905338,0.46611966939016947,0.466621663587737,0.4680028347577205,0.469339911626245,0.4703040985379469,A
61,0.176084067153822,0.364139641383454,0.4227262168611559,0.43852106991590656,0.46280885613326983,0.4628280857304419,0.4715443675519273,0.4759094492366302,0.48137510035704517,0.4860127758500405,0.4894064133462401,0.4915616874735213,0.4924656527049582,0.49344433501118207,0.4942660304866387,A
62,0.134131506035839,0.285890853694988,0.36690858309813024,0.40376733285725586,0.41152987317135986,0.41602258136180365,0.41979859454045193,0.42079697129111754,0.4226969628295841,0.4250996945871311,0.425858474092684,0.4259413122742212,0.42638712618415175,0.4265693964138379,0.42688557815141376,A
63,0.183301037560172,0.393868691371344,0.4270887588949467,0.44604759890117696,0.46206165905648305,0.4677096345048158,0.47011903939408844,0.47630044496557283,0.48105018141864,0.4827383443046773,0.48570033213141994,0.48706651791773,0.48739084666026156,0.48761073285540946,0.48852514361286997,A
64,0.244573230686936,0.4248326245448503,0.46113345401138883,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
65,0.118711772884301,0.270651369483118,0.33428779780713413,0.36841058167513024,0.40045959590047703,0.4014739446116773,0.40420371699106944,0.4076944507951746,0.40778323609961437,0.40893922471610616,0.40978196259033167,0.41076844865956674,0.411080400424524,0.4112848214753518,0.41163435073654037,A
66,0.167388051350493,0.368048528914684,0.4252281863634466,0.4428671282444173,0.46581334123601353,0.47876947107262235,0.48049928807798864,0.4883067831816683,0.49212556217386516,0.49287829430337604,0.4948596115351402,0.495,0.495,0.495,0.495,A
67,0.179897931538984,0.4001967327087727,0.4343328759197053,0.46126145725028367,0.4701247355750417,0.48057306114134557,0.480908291848427,0.489713894733039,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
68,0.140014271607204,0.346852139116613,0.41083085172396944,0.42961231619954504,0.44884934682053557,0.4533438928328546,0.46035851119079463,0.4669665925509605,0.4715393156652545,0.4780994145106899,0.4790334545414522,0.4795567207879896,0.48008565262601616,0.4807539326593291,0.4814764858771242,A
69,0.117127745278313,0.24396227551411198,0.3157134839073418,0.34830949164644925,0.3672447439256141,0.37261799471700924,0.37945481833382966,0.38386681612996526,0.39416258753881844,0.39503636862720193,0.3981152954337355,0.3995164277112455,0.4004322833629063,0.400487017079502,0.4006145539846734,A
70,0.185781674884248,0.4029522262135504,0.4310337765667319,0.4550753818356154,0.4685842313780067,0.4740035315469953,0.4744667054730099,0.4770213090763923,0.47830102901165417,0.48218992397668675,0.4832663691190434,0.4853665583506463,0.4867702987711521,0.4870177677824109,0.48793871409152273,A
71,0.0795709914373222,0.158488215123779,0.2060613198600715,0.2307150844222274,0.2583923434632827,0.2709879179869653,0.2748771561640088,0.2752668892095965,0.2785715427911513,0.2793871887755916,0.2797797061393469,0.28018260598035116,0.28082474076384134,0.28182421743478714,0.28251755588034916,A
72,0.146827960376929,0.33300189986247597,0.40601586546520896,0.4266693273303332,0.443909345241215,0.45103089724919876,0.45668560229478566,0.45957337356475225,0.46323099406396023,0.4639430223892384,0.46589539201081015,0.4677917886157188,0.46908661838444204,0.4700361356217847,0.47115942411447354,A
73,0.139219051939697,0.314627761004112,0.40113247340855895,0.4157882656681931,0.42929667279648287,0.43323823668493355,0.4392421981839409,0.44418313144460325,0.4486687750775469,0.45028038547442906,0.451729020162166,0.4532093643919196,0.45401889073679,0.4545089285952166,0.4552420157879297,A
74,0.2421558136034,0.4446087851372524,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
75,0.18879640357644,0.36476836041107297,0.4198814433529567,0.4382882173018033,0.447649053083996,0.44926083289604796,0.458570637906071,0.46391208025985636,0.47165891845201846,0.47736152531328796,0.4807775642518804,0.48209196651746566,0.4828921338386702,0.4838791122919711,0.4843768749383404,A
76,0.131421463384005,0.277019080799564,0.3644012827587048,0.40379428586821375,0.41173907003337645,0.4163903409539881,0.419278601469539,0.42251806307161255,0.42276638421293583,0.4233443463756211,0.4249819120833423,0.42554705493166955,0.4261327466389441,0.4264840506258146,0.4268370272233775,A
77,0.0960219343990971,0.22889539268565412,0.29394102556409113,0.34032805561513924,0.3595827298932887,0.366689551299621,0.3794554364897035,0.3852558693324386,0.3872151199476837,0.38919638571045273,0.393959484698713,0.3969398085326567,0.3981858345172976,0.3999135439493938,0.40020005776366574,A
78,0.119450834973301,0.264649464839649,0.3368989717085599,0.38253929256259855,0.40512549802207093,0.4130625077915492,0.4197038517838149,0.421862981693474,0.42295784120218294,0.424350485946114,0.42575418156895956,0.4261507046774281,0.4266250254242685,0.42673004875158893,0.4270917414420235,A
79,0.157960046335016,0.344623862582544,0.4116288254893543,0.4309922714474297,0.4474596247621306,0.46059608117340156,0.4699498277459444,0.4779069731919295,0.4852768161200693,0.4927292891922545,0.4941255034297807,0.494186984620196,0.495,0.495,0.495,A
80,0.148759283439587,0.315990932399525,0.39599044085956053,0.4155671375021218,0.42280797438731,0.4287964690655908,0.4331796828853028,0.43461361459266107,0.43674996242440145,0.43935714102974543,0.43951321105315094,0.439940413057676,0.44022173492879363,0.4404677171144913,0.4406351917786235,A
81,0.169128478548459,0.380761632427033,0.4198843071135946,0.43778049436153943,0.46265146256844103,0.4639208677400603,0.46422321736352884,0.4687095160907623,0.47271688947153295,0.4781672082230298,0.47989990020339923,0.4816066081616538,0.482648979312304,0.48292302498768974,0.48374398695822957,A
82,0.130828809935359,0.329775240674623,0.4052573125243686,0.4204257909711784,0.43093433392362673,0.4360881275713379,0.4407963013428183,0.4425374326292138,0.4461727341236603,0.45348786807650143,0.4557445751667469,0.4565416759418186,0.45698638219002646,0.4577426018462636,0.4583686523127694,A
83,0.108099973503439,0.250671007576573,0.3098754296438839,0.3505671697519681,0.3805049710182541,0.3876815783733517,0.3904950947772155,0.4007799681043545,0.40104514429401955,0.4033280599588037,0.4035935021249422,0.40392410078430296,0.4044628269257245,0.40485583388765095,0.40532570507809634,A
84,0.241445072021856,0.4275500824628821,0.4906441443789435,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
85,0.123037386981477,0.283659154346434,0.3703206077527276,0.4057327311726969,0.4164780211579311,0.4202282824802353,0.4237243194685706,0.4248027005446484,0.4269495588954596,0.4280511417244788,0.4292402681518903,0.43027217090734293,0.430808263411387,0.4312032321998751,0.43177012509688223,A
86,0.13457091679458,0.305618974720574,0.3835711919401585,0.40970346261263135,0.4196501295875039,0.42941203084658414,0.43116152303227334,0.43291662366972694,0.43429346305741295,0.43580794955390784,0.43634465567872155,0.4369891726614994,0.43745460159944344,0.437637100450312,0.4379723440477106,A
87,0.14711934012807,0.322237100539171,0.4042423399013716,0.41848576708613205,0.43034139510867525,0.4308439054396058,0.43400248798617613,0.43665249944204837,0.4394672613685184,0.44312863934246344,0.4439628763540285,0.4446537677541629,0.44529080385489367,0.4463734960588052,0.4466563161761719,A
88,0.132927701529113,0.295805690549826,0.37197381711127137,0.408648188631453,0.42377471869579075,0.4296720497758972,0.4339652946152144,0.43726456894919663,0.44064201853931023,0.44254177068954736,0.4436857877602044,0.44436941773045413,0.44457214760663066,0.4447378051865893,0.44542721288551795,A
89,0.146090787857372,0.319844658395129,0.40588764560445467,0.4212149296572612,0.433456494738057,0.43732017746207685,0.43940967593735464,0.4414873760695153,0.4433254342821606,0.44830145657453657,0.4502556873414095,0.45169443294774797,0.45245828085633183,0.45313658530380124,0.45358063040827634,A
90,0.0957201215802426,0.2056150246685696,0.2593467490434804,0.29429898387997827,0.3121699094325865,0.33263561502149497,0.33794347772477507,0.3469388317388797,0.35236006404433007,0.3526124121072148,0.3566818197350717,0.3577606802835775,0.3592637129265379,0.3602549267322629,0.36063705792371537,A
91,0.170655206455724,0.383085714847008,0.4288461382734907,0.44802317647798534,0.4698075731224538,0.482574807526307,0.4892179071675719,0.49204650479813283,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
92,0.20526048773302,0.40540756015208085,0.4353566966104545,0.4619604555450141,0.48170180218848296,0.4916031544562649,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
93,0.176532601892801,0.382617435536335,0.4257182713615561,0.4443144126967195,0.4713722348221568,0.4814437732845405,0.4850487618258093,0.4872363305770229,0.48754296232922795,0.49130561600377054,0.49324570755821173,0.49438656403679065,0.495,0.495,0.495,A
94,0.131423153136189,0.308725639948526,0.4037624807664907,0.4171800056754657,0.4306613353227181,0.43743588097970043,0.43843661889960944,0.4390386850699448,0.44116920171254437,0.4437149865229641,0.44519491532075894,0.44702102745407224,0.44718565604134175,0.4480951970763035,0.4488691095643418,A
95,0.138015568895492,0.29212628552555,0.3837422335819236,0.4098762354875382,0.42374670331288894,0.424314510390586,0.42987295953829413,0.4318744012606685,0.43210900280137127,0.4350774370774529,0.4367249175842262,0.4368039502547958,0.43755052080185497,0.43772375864132673,0.4382529162853229,A
96,0.130093963466714,0.27159240436285703,0.33840955400474326,0.3755468856416724,0.40543611760883497,0.4094660945422405,0.4116223965151564,0.41368944445202177,0.4174866955808295,0.4176356800089615,0.41834374129207813,0.41854364974399055,0.4192970087593059,0.4194813462257398,0.41962356094089887,A
97,0.172413486057264,0.354261799057988,0.4208926921902988,0.43838166733028394,0.46020964342268933,0.4769654193419983,0.4826538340283994,0.48938768567701946,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
98,0.180271546888197,0.383558660754926,0.427701241588858,0.4521491303197691,0.47378675782597596,0.4775141983666422,0.47997514335561164,0.4905458447422349,0.49289407485852205,0.49446990702815435,0.4945188544915354,0.495,0.495,0.495,0.495,A
99,0.142955413639812,0.335495448788301,0.4106825884708753,0.42829813974571834,0.4422190630747487,0.4604796345331644,0.4667463328329273,0.4741140459048103,0.47515859434490226,0.4755642378071297,0.47790190412261263,0.4803280653500869,0.4826612311981251,0.4833643864848223,0.4839766545098961,A
100,0.147724839506255,0.33667577278009,0.40778084479407145,0.42387852703659956,0.4353764299608216,0.4422603167473171,0.44801524290963934,0.4544167702303154,0.45450988888013844,0.45819758487166334,0.4610497650752944,0.4624118344474044,0.46318943267925605,0.4639866188441192,0.46476460856015284,A
101,0.13194568709135,0.285149670045289,0.3577230483556793,0.40200130457839306,0.41282345630491374,0.4136935187861869,0.4157706865437227,0.4183479895768553,0.4250247681381276,0.4267073240970663,0.427103126878512,0.4278921739129082,0.42825843607443376,0.4285385625936948,0.4290117028116992,A
102,0.135616973437232,0.268774536513408,0.3475384171614409,0.3931402226148406,0.4062563736283389,0.4115473127133715,0.41779543313316514,0.4199700433482454,0.4210475795971076,0.42211158588945386,0.42279442818619506,0.4232320637693587,0.4232387296562029,0.4232572225472509,0.4236829795563745,A
103,0.172895056814965,0.4098292728258583,0.44559507889838046,0.4785636578170452,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,A
104,0.150678467469817,0.33796238326489003,0.4090854628418063,0.4274649253040643,0.4351713326935135,0.4421562533378876,0.4469003620827338,0.45130922038023863,0.45632381306051445,0.45740858261703615,0.4581323113063934,0.45934189019326305,0.46005818605803367,0.4604721784473661,0.4612136950222998,A
105,0.179283794630381,0.395408808853291,0.4325835164756998,0.4601811340506214,0.4742519118291638,0.4751231873464126,0.4809608603384068,0.48272485564000267,0.492949901372647,0.49489380242133557,0.495,0.495,0.495,0.495,0.495,A
106,0.144288558504466,0.320298122881041,0.4012432243139338,0.41925841402152236,0.4338116747941317,0.44938048638024086,0.4496658174024822,0.45008426574485855,0.4562840698549946,0.463223330213878,0.4650871100874147,0.4666895801229639,0.4679584128089215,0.4685935259855802,0.469381592098929,A
107,0.155996127138125,0.35147538456140703,0.41680671252716084,0.4356159712706655,0.44274741475255763,0.4475296844359457,0.45481615642486684,0.45511138058537276,0.4612108691559595,0.46937101466887127,0.47184351159797855,0.47388443174129957,0.4759934941217104,0.47676851690917377,0.4776033626021631,A
108,0.155929295928677,0.33898766281000303,0.413930317777021,0.4328018801701324,0.4402358248304505,0.44491807232283165,0.4497631894799684,0.45764020309025627,0.4602632759575806,0.4650830279853301,0.4666541179791786,0.46796204995943474,0.4684421664860524,0.46911454553629245,0.46998152585333025,A
109,0.12242142866145,0.272299152172306,0.3482348425370394,0.3908457343034474,0.41259450989551727,0.4162503099203821,0.4225414406612742,0.426910133926265,0.4281614032289636,0.4311363183138174,0.43237552418608977,0.4328843479921139,0.43345342771150575,0.4341950328188463,0.43465688002192243,A
110,0.140107118123853,0.308771452379937,0.3882630837872619,0.41414461063939023,0.4249807970183978,0.4267651344574673,0.4344077081930122,0.4351768242323591,0.4387766042689613,0.439469686273374,0.44071462002869544,0.44119989678640603,0.4413911912687641,0.44162696782879407,0.4418979428233058,A
