Scenario,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
67,0.1704680043985000000,0.1901750151921740000,0.0994687780643734000,0.0629259871006106000,0.0446021157106243000,0.0150290551736936000,0.0160794799474268000,0.0080350185901677600,0.0123449491747172000,0.0067619347403634700,0.0072468700734286400,0.0027257842434204500,0.0030095686570185300,0.0008223014632172050,0.0009078589924744320
68,0.1268025324230190000,0.1532120741775660000,0.0747933364986921000,0.0404205960841651000,0.0505488706014291000,0.0099527054075096200,0.0091690205681071300,0.0003861058604148260,0.0152734113798602000,0.0026786621953202900,0.0033866538910282400,0.0043084284335420300,0.0028587187597999700,0.0010831485746321100,0.0013746591244345500
69,0.2014523349737790000,0.2300509984831740000,0.0997103080881443000,0.0621832920941683000,0.0516282199018471000,0.0412608397490538000,0.0013783625526704700,0.0132264139058322000,0.0195112541079861000,0.0051120540819153900,0.0047925379032981000,0.0032270222174987500,0.0029118948561776200,0.0022441120696838900,0.0028554448203451900
70,0.1453618246512160000,0.2069583583242220000,0.0960096143385472000,0.0492399344562427000,0.0457874434850819000,0.0148280440394712000,0.0049162874541115100,0.0012634985213600100,0.0079906956572548600,0.0040782940368220300,0.0088281331640777400,0.0054505121681733700,0.0027939773304217900,0.0012744858475233700,0.0017403060290380700
71,0.0928146304819588000,0.1370833574678080000,0.0638774734560185000,0.0472952228155202000,0.0431077414978530000,0.0106326918022409000,0.0038190836287359500,0.0037615844051447300,0.0065069092116928300,0.0009826685750069240,0.0048216768684882600,0.0025195496433162000,0.0010174522868907900,0.0015722085096619600,0.0015017361167018800
72,0.1428245055632400000,0.1925677428311470000,0.1060294804451530000,0.0563917300027976000,0.0427737270710516000,0.0159005980627769000,0.0158559744529588000,0.0048832682808840800,0.0038958797387626500,0.0092630590155137500,0.0028936727905557500,0.0047665888828230600,0.0005341703309307800,0.0011137487378244600,0.0025414864275032100
73,0.1564295906415070000,0.1788541997229370000,0.0796351519861154000,0.0509525913963966000,0.0290244498219974000,0.0172191941909549000,0.0051085451409688100,0.0105563659998496000,0.0015695094605620800,0.0055159343301421300,0.0039200908326712700,0.0015796732000666000,0.0007417893140465500,0.0000315903697867903,0.0005550985689171580
74,0.2125665669922600000,0.2087289474142600000,0.1120020932703650000,0.0576727242497538000,0.0219274299381472000,0.0201533876855170000,0.0223218139072007000,0.0042172933840901200,0.0238624640325422000,0.0081623136357729000,0.0022288550307158800,0.0044791729648834500,0.0015590243509224300,0.0023264489923289100,0.0029694615161585300
75,0.1443974813215590000,0.1621251589792700000,0.0869872905263954000,0.0402827687883737000,0.0541754468064664000,0.0142552070797602000,0.0002194973223911550,0.0054695430244150600,0.0125413566884864000,0.0060115097363974200,0.0012615110284034400,0.0035115862380265900,0.0017436179337553000,0.0015198538752880400,0.0016613500540314900
76,0.1344900081940090000,0.1797977886250720000,0.0934604501771324000,0.0488000785364467000,0.0269046508702079000,0.0274607599466236000,0.0084417633777628600,0.0055319934117279000,0.0160860939771852000,0.0002514145003294860,0.0014463982796186000,0.0017008028353971300,0.0002497077769657380,0.0012573364210611500,0.0011997091429712900
77,0.1484304727677380000,0.1606833060817890000,0.0901922993794056000,0.0500395578952059000,0.0505369116289528000,0.0082044067868624500,0.0064906968203330700,0.0163931299656037000,0.0006442118448330990,0.0064119185134405600,0.0051928685935223300,0.0035230430807009400,0.0015735819118037600,0.0014958969424630300,0.0019354565687097400
78,0.1688593774581910000,0.1797452252285620000,0.0916436528121903000,0.0531133679282375000,0.0422762521248312000,0.0361055295493805000,0.0247712913025227000,0.0130235704214388000,0.0094139253461351200,0.0139869929291614000,0.0055959334905793000,0.0015046061254949900,0.0015614474071886900,0.0015423744432795700,0.0029971886110078400
79,0.1544738821466520000,0.2210073706989680000,0.0874907997354565000,0.0582311605253300000,0.0301972570345543000,0.0238633514379049000,0.0103727866469678000,0.0120958665618227000,0.0091302727882102100,0.0030114276815863500,0.0060531143599435000,0.0015543252689324100,0.0029237686885073900,0.0017188742745396700,0.0014249116040679600
80,0.1100513513541270000,0.1585679127405450000,0.0804526094982772000,0.0426513903918896000,0.0198108315710005000,0.0235538285074687000,0.0195849974141584000,0.0111994436128057000,0.0090637057461213400,0.0065913005983020400,0.0030303639623418200,0.0042210383527938500,0.0011106880533786100,0.0012054027109376300,0.0012233799361254400
81,0.1762745409411640000,0.2058177427036830000,0.0986446753873011000,0.0556842579543336000,0.0255725457366550000,0.0123227041522399000,0.0161680638392977000,0.0103098265001290000,0.0058305668651981700,0.0032026842236224500,0.0045261708535495900,0.0060724794835507200,0.0019013931842245100,0.0005860256022523020,0.0017436507785469500
82,0.1132847808605150000,0.1311403170053220000,0.0665654123413107000,0.0430628419105915000,0.0304375934809844000,0.0230725326842385000,0.0158023414266068000,0.0060026532055865400,0.0068793114203624500,0.0044201747651521800,0.0031421636350115300,0.0004278011280796290,0.0011783771786494700,0.0005368190666556530,0.0010901719579579500
83,0.1344100471170150000,0.1834827391871400000,0.0959281632516768000,0.0434906567674778000,0.0223139916373051000,0.0198194785009831000,0.0191343819110282000,0.0068079106287695100,0.0078424531939619300,0.0073085449112819400,0.0043863281277397500,0.0031610430658911100,0.0019283724954240400,0.0019624403291809200,0.0022313914491778400
84,0.1379182547786710000,0.1537492439726160000,0.0692086029312332000,0.0462329631793423000,0.0535547829233084000,0.0217117572079136000,0.0228021586892754000,0.0046051245408853600,0.0051365532060969600,0.0046789667573480500,0.0037277027041632600,0.0027834660727829500,0.0013486877816859300,0.0015248386010051200,0.0008012844492795560
85,0.1058483973478040000,0.1427705358704360000,0.0656864964266320000,0.0452721229467326000,0.0453100645092123000,0.0149258685781263000,0.0080394697692951500,0.0096411702533025300,0.0016305261211950800,0.0007409657775034980,0.0039513429224152100,0.0057404037479963300,0.0014646906021086600,0.0005669705797104780,0.0013536568702734200
86,0.1378183412510250000,0.1558517689650860000,0.0848563867305684000,0.0381556939255665000,0.0349855613677449000,0.0108793419343486000,0.0150488296466281000,0.0078550038714255200,0.0022559650990954400,0.0006206847304666450,0.0044141424850099000,0.0029235551003642900,0.0018668216387515600,0.0007327148928636250,0.0016260139353277800
87,0.1342687498486340000,0.1706267143124030000,0.0934846219533029000,0.0428107813971688000,0.0248797556154634000,0.0287773145114007000,0.0051689406025120500,0.0067434123219009900,0.0115351939244198000,0.0047387966797460000,0.0010412455658962700,0.0050553175667679900,0.0026452981128761100,0.0013438251627170400,0.0020345828779988900
88,0.1503022475366690000,0.1602703241511030000,0.0699669645190201000,0.0438182747073982000,0.0452718768907460000,0.0082121024534363700,0.0049624006568635300,0.0074788480096346500,0.0049329918463276700,0.0013704641215849300,0.0041298182502376100,0.0038670825781526300,0.0019168076127413000,0.0013231514782873700,0.0010537280984503100
89,0.1615345190028100000,0.1834169346274240000,0.1023531783337040000,0.0704348195556491000,0.0297581996302603000,0.0287207351937786000,0.0089389989647990900,0.0049037656757259500,0.0000873620156167146,0.0048639413382811500,0.0040803673447057000,0.0014582342131505500,0.0014828196894756600,0.0007289221065661010,0.0008278633250887780
90,0.1447426840680030000,0.1963644505401520000,0.0814384863087787000,0.0575545468120354000,0.0368740611929941000,0.0168721584364714000,0.0142133374160685000,0.0152174372132760000,0.0018664278198246500,0.0153073398075080000,0.0023209815398208700,0.0021534816189692000,0.0033599838176766100,0.0005231300462878270,0.0018061764841006500
91,0.1112220759442800000,0.1722799483209460000,0.0869693539815760000,0.0461989857044176000,0.0394344427543717000,0.0001333680267841850,0.0036936033299380500,0.0054057145570539600,0.0066091169358064500,0.0016944276884447100,0.0005101735810179470,0.0032473212607291100,0.0008560741761754100,0.0010666573722810700,0.0019962648871676100
